Organization ID,Organization Name,Reg Form,Signatory,T&C,Org Type,Callink Page,OASIS RSO Designation,OASIS Center Advisor 
46203,Volunteer Health Interpreters Organization,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/vhio,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
92059,Volunteer Income Tax Assistance Program,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/vita,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
78029,Volunteering Ensemble at Berkeley,Not Started,1,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/bve,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46257,Volunteers Around the World at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/volunteersaroundtheworldatberkeley,LEAD Center Category: Service RSO,Millicent Morris-Chaney at millicen@berkeley.edu
91826,Volunteers Around the World Dental Outreach at Berkeley (VAWDO),Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/vawdo,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
46258,Volunteers for Medical Outreach,Approved,7,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/VMO,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
343227,VOSAP,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/VOSAP,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
91761,Voters Choose at Berkeley,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/voterschooseatberkeley,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
76135,Voyager Consulting,Approved,6,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/voyagerconsulting,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
343226,WACK - We are Changing Kulture,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wearechangingkulture,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Melissa Landeros at melissalanderos@berkeley.edu
114891,Wage Justice Clinic,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wjc,LEAD Center Category: Service RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
378157,Wasians at Berkeley,Approved,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/WasiansatBerkeley,LEAD Center Category: Cultural & Identity/Cultural & Ethnic RSO,Melissa Landeros at melissalanderos@berkeley.edu
332978,Water Bears Engineering Competition Team - Need to change their name (remove Bear),Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/waterbearscompteam,LEAD Center Category: Engineering/Computer Science RSO,Melissa Landeros at melissalanderos@berkeley.edu
82718,Watershed Governance Group,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wgg,LEAD Center Category: Environmental & Sustainability RSO,Melissa Landeros at melissalanderos@berkeley.edu
145477,Waterski and Wakeboard Association at Berkeley,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/wawa,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
218587,Wave Makers of Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wavemakers,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
361992,WE ARE Coalition,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wearecoalition,LEAD Center Category: Cultural & Identity/International RSO,Melissa Landeros at melissalanderos@berkeley.edu
91591,We Dig The Farm,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wedigthefarm,LEAD Center Category: Environmental & Sustainability RSO,Melissa Landeros at melissalanderos@berkeley.edu
236834,Web Design and Development at Berkeley,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/wdd,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
319850,Web Development at Berkeley,Approved,2,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/webdev,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
144296,Web3 at Berkeley,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/Web3atBerkeley,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
361808,Weight Inclusive Public Health Student Interest Group,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/weightinclusivepublichealthstudentinterestgroup,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
220141,Wellspring at Berkeley,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/WellspringatBerkeley,LEAD Center Category: Spiritual RSO,Luly Sbeta at wsbeta@berkeley.edu
235926,WeSolve at Berkeley (formerly Solver at Berkeley),Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wesolve,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
92164,West Coast Rock Club,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/westcoastrockclub,LEAD Center Category: Performing Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
160937,West Coast Swing at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wcsatberkeley,LEAD Center Category: Performing Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
91363,WeTeach at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/weteach,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
166106,WeThrive at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/WeThriveBerkeley,OASIS Center Category: Academic RSO,Jon Rey at jonrey@berkeley.edu
289673,Whale Watchers at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/BerkeleyWhaleWatching,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
46517,Wheelchair Basketball at Cal - Need to change their name (remove Cal from the name),Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wheelchairbasketballatcal,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
92035,White Accountability and Anti-Racist Practice Group,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/whiteaccountability,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
137110,White Coats for Black Lives - JMP Chapter (formerly known as STRIDE),Approved,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/whitecoats4blacklives,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
343547,Why? Childhood Cancer Foundation,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/WhyChildhoodCancerFoundation,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
77186,Wine Law Society,Not Started,0,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/WineLawSociety,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
46727,Wings for Life,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/WingsforLife,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
45994,With a Vision (Formerly Koinonia Campus Fellowship),Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/withavision,LEAD Center Category: Spiritual RSO,Luly Sbeta at wsbeta@berkeley.edu
46417,Wollheim Philosophy Society,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/wollheimphilosophysociety,OASIS Center Category: Academic RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
237878,Woman-Identifying Scientists and Engineers Collective and Library Resource Center,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/wise,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
46221,Women and Youth Supporting Each Other,Approved,4,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/WYSE,LEAD Center Category: Service RSO,Emily Enriquez at emilyenriquez@berkeley.edu
92068,Women Empowerment,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/womenempowerment,LEAD Center Category: Cultural & Identity/Women Interest RSO,Melissa Landeros at melissalanderos@berkeley.edu
235180,Women in Animation at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/womeninanimation,LEAD Center Category: Arts RSO,Luly Sbeta at wsbeta@berkeley.edu
144830,Women in Bio-Business (Formerly Women Exploring Business),Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/womenexploringbusiness,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
46335,Women in Computer Science and Electrical Engineering,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/gawomenincomputerscienceandelectricalengineering,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
332564,Women in Computing and Data Science at Berkeley,Approved,7,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/wicds,LEAD Center Category: Engineering/Computer Science RSO,Jon Rey at jonrey@berkeley.edu
302863,Women in Cybersecurity at Berkeley,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/wicysberkeley,LEAD Center Category: Cultural & Identity/Women Interest RSO,Melissa Landeros at melissalanderos@berkeley.edu
46555,Women in Materials Science at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gawomeninmaterialsscience,LEAD Center Category: Cultural & Identity/Women Interest RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
159793,Women in Nuclear,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/WIN,LEAD Center Category: Cultural & Identity/Women Interest RSO,Melissa Landeros at melissalanderos@berkeley.edu
46401,Women in Science at Berkeley (Formerly IB Women in Science),Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/gaibwomeninscience,LEAD Center Category: Cultural & Identity/Women Interest RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
92142,Women in Tech Law,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/womenintechlaw,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
350133,Women in Weightlifting,Approved,5,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/WomeninWeightlifting,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
46311,Women of Berkeley Law,Approved,1,In Progress,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/WOBL,LEAD Center Category: Graduate Student RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
304130,Women of Color at Berkeley,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/WOCatBerkeley,LEAD Center Category: Cultural & Identity/Women Interest RSO,Melissa Landeros at melissalanderos@berkeley.edu
46105,"Women of Structural Engineering, Mechanics and Materials",Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/womenofstructuralengineeringmechanicsandmaterials,LEAD Center Category: Cultural & Identity/Women Interest RSO,
376910,Women on Wall Street at Berkeley,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/WomenonWallStreetatBerkeley,LEAD Center Category: Professional RSO,Jon Rey at jonrey@berkeley.edu
368055,Womens Baseball Club at Berkeley,Approved,4,Yes,Registered Student Organizations,https://callink.berkeley.edu/actioncenter/organization/womensbaseballclub,LEAD Center Category: Recreational RSO,Millicent Morris-Chaney at millicen@berkeley.edu
91540,Women's List @ Berkeley,Not Started,0,In Progress,NEW ORG PENDING FINAL COMPLETION OF APPROVAL STEPS,https://callink.berkeley.edu/actioncenter/organization/womenslist,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
91707,Womxn Ignite at Berkeley,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/Ignite,LEAD Center Category: Political & Advocacy RSO,Millicent Morris-Chaney at millicen@berkeley.edu
132607,Womxn in Chemistry Initiative,Not Started,0,In Progress,FROZEN GROUP PENDING COMPLETION OF REGISTRATION STEPS,https://callink.berkeley.edu/actioncenter/organization/WICI,LEAD Center Category: Cultural & Identity/Women Interest RSO,Jon Rey (Grad RSO OASIS Advisor) at jonrey@berkeley.edu
